brand,domain,status,platform,feed,feed_count,notes
Hartford,hartford.fr,live_store,shopify,shopify_products_json,992,"French house, single Shopify store on hartford.fr; root redirects to /fr-us for US visitors. /products.json paginated = 992. Sitemap index = 61 children, mostly locale duplicates."
Our Legacy,ourlegacy.com,live_store,custom,sitemap_products,2505,"Custom Next.js + Centra backend (no Shopify/SFCC/Magento). /sitemap.xml 404; robots.txt declares /sitemap/sitemap.xml = 86 children, of which 84 are /sitemap/product/<n>/sitemap.xml; summed = 2505 product URLs. /products.json 404."
Auralee,auralee.jp,live_store,custom,category_crawl,32,"(c) Auralee. Japanese brand site that IS the shop (/cart, /item, /collection, PDPs at /item/detail/<code>). NO robots.txt (404) and NO /sitemap.xml (404) - so no sitemap census is possible. The /item grid is client-rendered: a raw fetch of /item?page=N returns the same shell, so pagination only works in a real browser. 32 product tiles per /item page; total catalogue not enumerable cheaply."
Ami Paris,amiparis.com,live_store,shopify,shopify_products_json,656,"(c)AMI PARIS 2026. Shopify. Root serves the FR locale by default. /products.json = 656. Sitemap index = 673 children, nearly all locale duplicates."
Todd Snyder,toddsnyder.com,live_store,shopify,shopify_products_json,3189,(c) 2026 Todd Snyder. All Rights Reserved. Shopify; /products.json paginated = 3189; 4 product sitemap files agree in shape.
Boglioli,bogliolimilano.com,live_store,shopify,shopify_products_json,272,"WRONG DOMAIN RULED OUT: boglioli.com redirects to spam (per prior lineage) and boglioli.it would not load in the browser at all. The real store is bogliolimilano.com - footer reads (c) 2026 - Boglioli SpA - VAT IT00564580983, Via Brescia n. 47. Shopify; /products.json = 272."
Peserico,it.peserico.com,live_store,shopify,shopify_products_json,1905,"(c) 2026 PESERICO. BOTH peserico.it and peserico.com 301 into it.peserico.com - there is one Shopify store, no separate US/EN domain (locale is switched in-store). /products.json paginated = 1905."
Ring Jacket,ringjacket.co.jp,live_store,custom,sitemap_products,194,"ringjacket.com redirects to ringjacket.co.jp - 'RING JACKET MEISTER ONLINE STORE'. Japanese hosted-cart SaaS (futureshop-style /c/ and /p/ routes), not Shopify/SFCC/Magento. robots.txt 404. Flat /sitemap.xml = 500 URLs; the PDPs are the 194 deep /c/<category>/<SKU> entries (the 206 /c/ total includes 12 category landing pages; 154 of the 500 are /blog)."
Drake's,us.drakes.com,live_store,shopify,shopify_products_json,1719,(c) 2026 Drake's. drakes.com redirects to us.drakes.com for US visitors. Shopify; /products.json paginated = 1719.
John Smedley,johnsmedley.com,live_store,custom,sitemap_products,1608,"No Shopify/SFCC/Magento markers. Root redirects to /uk/. /sitemap.xml is an index of 12 locale sitemaps; /en-us/sitemap.xml is FLAT with 1650 URLs, of which 1608 are root-level product slugs (rest are /discover editorial + 3 category pages). /products.json 404."
Gran Sasso,shop.gransasso.it,live_store,custom,sitemap_products,679,"BOT WALL: gransasso.it serves a Cloudflare 'Just a moment...' interstitial (robots.txt and sitemap both 403) until the challenge clears, then lands on shop.gransasso.it. Footer: Copyright (c) 2026 Gran Sasso ... Powered by nopCommerce - an uncommon platform, counted as custom. Flat /sitemap.xml = 1631 URLs across it+en; the EN half is 802, of which 679 are product slugs (trailing -<id>)."
Johnstons of Elgin,johnstonsofelgin.com,live_store,shopify,shopify_products_json,244,"(c) 2006-2026 James Johnston & Company of Elgin Limited, Registered in Scotland. Shopify; root redirects to /en-us. /products.json = 244. Sitemap index = 241 children (locale duplicates)."
Raffi,raffionline.com,live_store,shopify,shopify_products_json,214,"Domain is raffionline.com, not raffi.com. (c) 2026 Raffi Online | All Rights Reserved. Shopify; /products.json paginated = 214. Search results are dominated by stockists (Harry Rosen, Robertson Madison) - the brand's own store is the .com above."
BOSS,hugoboss.com,live_store,salesforce_commerce,sitemap_products,5850,"(c) 2026 HUGO BOSS All rights reserved. SFCC (demandware markers). US store at hugoboss.com/us/. Root /sitemap.xml 404; robots.txt lists per-country indexes; /us/sitemap_index.xml -> sitemap_0.xml (5000, a hard page cap) + sitemap_1.xml (850) = 5850 PDP URLs, all /<slug>/hbna<SKU>.html. Covers BOSS and HUGO on one storefront."
Corneliani,corneliani.com,live_store,magento,sitemap_products,2911,"Copyright (c) 2000-2026 Corneliani S.p.a. Magento 2 (Magento_/mage-init markers). /sitemap.xml 404; robots.txt lists /media/sitemap/sitemap_<locale>.xml. sitemap_en_us.xml = 2911 URLs, essentially all .html PDPs plus roughly 40 category pages at the head of the file. /products.json 404."
Canali,us.canali.com,live_store,custom,sitemap_products,663,"(c) 2026 Canali SpA a socio unico. VTEX-shaped storefront (PDP URLs end in /p; sitemap split into appsRoutes/userRoute/category/subcategory/department/brand/product), not Shopify/SFCC/Magento. /sitemap.xml index -> /sitemap/product-0.xml = 663 (product-1.xml does not exist). /products.json 404."
Thom Browne,thombrowne.com,live_store,shopify,shopify_products_json,1725,"(c)2026 THOM BROWNE. Shopify; /products.json paginated = 1725. Sitemap index = 106 children, mostly locale duplicates."
Burberry,us.burberry.com,live_store,custom,sitemap_products,3647,"Custom Next.js; no Shopify/SFCC/Magento markers and no footer copyright string rendered. /sitemap.xml 404; robots.txt declares /sitemap-us.xml, an index of 8. The five sitemap-us-product-detail-pages1..5.xml total 3647 PDPs (a separate product-listing file adds 160 category pages - do not count those)."
Herno,us.herno.com,live_store,salesforce_commerce,sitemap_products,1543,COPYRIGHT (c) HERNO S.P.A. 2026. SFCC. US store at us.herno.com/en/. /sitemap.xml 404; robots.txt -> /sitemap_index.xml -> sitemap-products_0.xml = 1543. /products.json 404.
Valstar,valstarmilano.com,live_store,shopify,shopify_products_json,515,"WRONG DOMAIN RULED OUT: valstar.it would not load in the browser. The store is valstarmilano.com - (c) 2026 Valstar Milano marchio di Beta S.p.A., VAT IT01459540025. Shopify; /products.json = 515."
Aspesi,aspesi.com,live_store,shopify,shopify_products_json,975,"Title 'ASPESI Online Store'; www 301s to the apex, US locale at /en-us. Shopify; /products.json paginated = 975. Sitemap index = 337 children (locale duplicates). No footer copyright string rendered."
Paul & Shark,paulandshark.com,live_store,salesforce_commerce,sitemap_products,788,"Confirms the prior lineage note: paulshark.com is dead, paulandshark.com is live. (c) 2026 Dama S.p.A. - Varese, Italy (Dama is the house that owns the brand). SFCC; root redirects to /en_US. /en_US/sitemap_index.xml -> sitemap_0-product.xml = 788. /products.json 404."
Sease,sease.it,live_store,shopify,shopify_products_json,784,"WRONG DOMAIN RULED OUT - and it is a live trap: sease.com is 'Jim Sease's Home Page', an unrelated personal website, and it also fails TLS in Chrome (privacy error). The brand's store is sease.it - (c) 2026 SEASE SRL, VAT 09374360965 - root redirects to /en-us. Shopify; /products.json paginated = 784."
Moncler,moncler.com,live_store,salesforce_commerce,sitemap_products,5114,SFCC (demandware markers). US at /en-us/. Root /sitemap.xml 404; robots.txt lists per-locale indexes; /en-us/sitemap_index.xml -> sitemap_0-product.xml = 5114. /products.json 404.
Ferragamo,ferragamo.com,live_store,custom,sitemap_products,4426,US store at ferragamo.com/shop/us/en (ferragamo.com/en-us redirects there). No Shopify/SFCC/Magento markers. All 44 sitemaps in robots.txt are GZIPPED (.xml.gz) and had to be inflated in-browser with DecompressionStream. The US set is sitemap_31150_1..8.xml.gz = 988+1010+922+11+635+200+319+341 = 4426.
Giorgio Armani,armani.com,live_store,custom,sitemap_products,3134,"Copyright (c) 2026 Giorgio Armani S.p.A. armani.com is a SINGLE storefront carrying every group label, so a whole-site count would be wrong: /en-us/sitemap_index.xml exposes a separate <label>-sitemap_products.xml per line. giorgio-armani-sitemap_products.xml = 3134 (Emporio Armani, EA7, Armani Exchange, Armani Casa are separate files totalling ~9.9k). /products.json 404."
Missoni,missoni.com,live_store,salesforce_commerce,sitemap_products,5352,Copyright (c) 2000-2026 MISSONI S.p.A. SFCC. /missoni.com/us redirects to /en-us/. /en-us/sitemap_index.xml -> sitemap_0-product.xml + sitemap_1-product.xml = 5352 (high because colourway variants get their own URL).
Etro,etro.com,live_store,salesforce_commerce,sitemap_products,1757,"COPYRIGHT (c) 2025 ETRO S.P.A - IT VAT 11905330962. LOCALE TRAP: the US path is /us-en/, NOT /en-us/ - requesting /en-us/ yields a 404 page (it resolves to /us-en/en-us/). SFCC. /us-en/sitemap_index.xml declares a single sitemap_0.xml = 1894 URLs, 1757 of them PDPs (<slug>-<SKU>.html)."
Versace,versace.com,live_store,salesforce_commerce,sitemap_products,2583,"(c) VERSACE USA, INC., 11 W 42ND ST, NEW YORK, NY 10036. SFCC. /us/en-us/ redirects to /us/en/. Root /sitemap-index.xml lists 600 children (5 per locale); sitemap-en_us-pdp_0.xml = 2583 (sitemap-en_us-plp_0.xml adds 394 category pages - excluded)."
Dolce&Gabbana,dolcegabbana.com,live_store,salesforce_commerce,sitemap_products,4089,"Copyright (c) Dolce & Gabbana S.r.l. 2026. DEAD SUBDOMAIN: us.dolcegabbana.com/en/ returns HTTP 530 with no content - do not use it. The live US storefront is dolcegabbana.com/en-us/. SFCC. robots.txt only advertises per-locale sitemap-category_0.xml, but /en-us/sitemap-product_0.xml exists and returns 4089 (undeclared - had to be guessed); /en-us/sitemap_index.xml and /en-us/sitemap.xml both 404."
Fendi,fendi.com,live_store,custom,sitemap_products,2924,"No Shopify/SFCC/Magento markers; heavily client-rendered (document.title is empty to an agent, page renders fine in a real browser). /sitemap.xml is an index of 218 per-locale files named sitemap-pages-<locale>-<TYPE>-1.xml; sitemap-pages-en-us-PRODUCT-1.xml = 2924. (LISTING adds 272 category pages - excluded.)"
Valentino,valentino.com,live_store,custom,sitemap_products,1789,"Copyright 2026 VALENTINO S.p.A. - VAT 05412951005. No Shopify/SFCC/Magento markers. Same sitemap shape as Fendi: /sitemap.xml = 408 children named sitemap-pages-<locale>-<TYPE>-1.xml; sitemap-pages-en-us-PRODUCT-1.xml = 1789 (LISTING = 337 category pages, excluded)."
Saint Laurent,ysl.com,live_store,custom,sitemap_products,1000,"No Shopify/SFCC/Magento markers. BOT PROTECTION: WebFetch is refused outright (site blocked) and in-page script execution on the ysl.com origin is intermittently rejected - it took several attempts. /sitemap.xml 404; robots.txt lists per-locale indexes; /en-us/sitemap_index.xml points at /en-us/sitemaps/0/sitemap-products.xml = exactly 1000 PDPs (/en-us/pr/<slug>-<SKU>.html). The round 1000 looks like a server-side cap, so treat it as a floor, not the true catalogue size."
Celine,celine.com,live_store,custom,sitemap_products,500,"No Shopify/SFCC/Magento markers; client-rendered (empty document.title to an agent). Root /sitemap.xml 404; robots.txt -> /sitemap_index.xml, a 90-entry index of per-locale indexes; /en-us/sitemap_index.xml -> sitemap_0-product.xml = exactly 500 PDPs and there is no sitemap_1-product.xml. As with Saint Laurent the round 500 smells like a cap - treat as a floor."
Givenchy,www.givenchy.com,live_store,salesforce_commerce,sitemap_products,1281,Demandware/dwstatic markers in HTML. /sitemap.xml is a per-locale index; sitemap-pages-en-US-1.xml has 2281 locs of which 1281 are product pages (/us/en-US/<slug>/<SKU>.html). Root redirects to /us/en-US/homepage.
Gucci,www.gucci.com,live_store,custom,sitemap_products,4152,Kering in-house stack (no Shopify/Demandware/Magento markers). Footer: (c) 2016-2025 Guccio Gucci S.p.A. Root /sitemap.xml is a stub (1 loc); real feed is /us/en/sitemap.xml -> PRODUCT-en-0..4.xml (1000+1000+1000+1000+152). Blocks WebFetch (SITE_BLOCKED); allows only one injected-JS exec per page load.
Balenciaga,www.balenciaga.com,live_store,salesforce_commerce,category_crawl,495,"Demandware markers. NO product sitemap exists: /en-us/sitemap_index.xml lists only 0-category, 1-folder, 2.xml. sitemap_0-category.xml = 1980 locs across 4 locales, 495 of them /en-us. Census must go via category crawl. Blocks WebFetch; one JS exec per page load."
McQueen,www.alexandermcqueen.com,live_store,custom,sitemap_products,677,Kering in-house stack (no Demandware markers despite Kering sibling sites having them). Footer: (c) 2026 Alexander McQueen Trading Limited/Autumnpaper Limited. /sitemap.xml 404s; robots.txt lists a sitemap_index per locale - /en-us/sitemaps/0/sitemap-products.xml = 677 product URLs (/en-us/pr/...).
Maison Margiela,www.maisonmargiela.com,live_store,salesforce_commerce,sitemap_products,1359,Demandware markers. Footer: Copyright (c) 2026 - v6.2.9. /us redirects to /en-us/. robots.txt lists 24 per-locale indexes; /en-us/sitemap_0-product.xml = 1359.
Rick Owens,www.rickowens.eu,live_store,shopify,shopify_products_json,2606,Shopify (cdn.shopify.com). The brand's own store is on the .eu domain even for US - /en-US/ serves USD. products.json paginated to 11 pages = 2606 products.
Yohji Yamamoto,theshopyohjiyamamoto.com,live_store,shopify,shopify_products_json,8918,Shopify. Footer: (c)Yohji Yamamoto Inc. All Rights Reserved. Carries all group lines so the count is large. /en-us path 404s - use the root. Sitemap index has 113 entries incl. sitemap_products_1..5.
Comme des Garçons,www.comme-des-garcons.com,brand_site_no_shop,custom,none_found,0,"Confirmed special case: brand portal only - image navigation plus stores/subscribe/recruitment links, no cart, no prices, no sitemap.xml (404). No first-party store exists. Sold through Dover Street Market (a CDG company); shop.doverstreetmarket.com is Shopify and carries ~20 CDG collection handles (e.g. cdg=95, cdg-homme=79 products) but is a retailer, not the brand's own store."
Junya Watanabe,www.comme-des-garcons.com/junyawatanabeman.html,brand_site_no_shop,custom,none_found,0,"Confirmed special case: exists only as a line page on the CDG portal (2027SS collection lookbook, no cart). No junyawatanabe.com store. junyawatanabe.store ruled out - returns bare nginx 403 Forbidden. Sold via Dover Street Market: collections junya-watanabe (51) and comme-des-garcons-junya-watanabe-man (55)."
Sacai,www.sacai.jp,live_store,shopify,shopify_products_json,563,Shopify. Footer: (c)sacai .Inc All Rights Reserved. /en/ is the English storefront on the same .jp domain; products.json returns 563.
Casablanca,casablancaparis.com,live_store,shopify,shopify_products_json,618,Shopify. Footer: (c)2026 Casablanca. www redirects to apex and then to /en-us. 618 products; sitemap index also exposes per-locale sitemap_products_1.xml.
Jacquemus,www.jacquemus.com,live_store,salesforce_commerce,sitemap_products,915,"Demandware markers. Footer: (c) JACQUEMUS 2025. Root sitemap_index.xml only lists en_fr product files, but /en_us/sitemap_0-product.xml exists and returns 915 (only file 0; 1..5 are 404)."
Prada,www.prada.com,live_store,custom,sitemap_products,5982,"Adobe Experience Manager (etc.clientlibs). Footer: (c)PRADA 2007 - 2026. /us/en/sitemap.xml is content-only (2119 locs, zero products); the product feed is /sitemap_product_US_en_0.xml = 5982 (/us/en/p/...)."
Loewe,www.loewe.com,live_store,salesforce_commerce,sitemap_products,2338,"Demandware markers. /sitemap.xml 404s; robots.txt lists /usa/en/sitemap_index.xml -> /usa/sitemap_0-product.xml = 4676 locs covering en+es, of which 2338 are /usa/en/."
JW Anderson,www.jwanderson.com,live_store,shopify,shopify_products_json,499,Shopify. products.json paginated = 499 (2 pages).
Dior,www.dior.com,live_store,custom,sitemap_products,6702,LVMH in-house stack. /sitemap.xml is a 169-entry index of per-locale files; /en_us/fashion/sitemap.xml = 8507 locs of which 6702 are /products/ URLs. Homepage title renders empty to injected JS but the site is live.
Amiri,amiri.com,live_store,shopify,shopify_products_json,945,Shopify. www redirects to apex. 945 products. Sitemap index has 733 entries (per-locale product/collection files).
Rhude,rh-ude.com,live_store,shopify,shopify_products_json,340,"Correct domain is the hyphenated rh-ude.com, NOT rhude.com (spec's photographer portfolio). Shopify; footer (c) 2026, R H U D E; has its own stockist directory and policy pages. Counterfeit clones outranking it in search: officialrhude.com and rhudestore.shop - both ruled out."
Palm Angels,www.palmangels.com,live_store,salesforce_commerce,sitemap_products,2605,Demandware markers. Footer: (c) 2026 Palm Angels Brand Holdings LLC. /us 404s and redirects to /en-us/us; /sitemap.xml 404s. robots.txt lists per-locale files: /en-us/sitemap-product_0.xml = 2605 (category file = 97).
Golden Goose,www.goldengoose.com,live_store,salesforce_commerce,sitemap_products,15610,"Demandware markers. Footer: Golden Goose S.p.A. (c)2026. /us/en/sitemap_index.xml -> sitemap-product_en_US.xml = 15610 URLs (SKU/colourway level, so far above style count)."
Fear of God,fearofgod.com,live_store,shopify,shopify_products_json,735,Shopify. Title: Fear of God | Official Store. 735 products; sitemap index has 769 entries.
Bode,bode.com,live_store,shopify,shopify_products_json,2400,"Shopify. Footer: (c)2026 BODE. products.json paginated to 2400 (10 pages, last partial)."
Greg Lauren,greglauren.com,live_store,shopify,shopify_products_json,168,"Shopify. Footer literally reads Copyright (c) 2026, Greg Lauren. Powered by Shopify."
Visvim,shop.visvim.com,live_store,custom,category_crawl,480,"visvim.tv is the brand portal only (no cart, (c)Cubism Inc.); its region menu points North America to shop.visvim.com. That store is custom-built: no sitemap.xml, no products.json, product URLs are bare numeric SKU paths (e.g. /0126201001005). /viewall paginates 10 pages x 48 = 480 products. Footer: (c) 2012-2026 visvim inc."
Tom Ford,www.tomfordfashion.com,live_store,salesforce_commerce,sitemap_products,1642,"Demandware markers. tomfordfashion.com is the fashion house's own store (tomford.com is the beauty side). /sitemap.xml 404s; robots.txt -> /sitemap_index.xml -> sitemap_0-product.xml = 4926 locs across locales, 1642 of them /en-us/."
Ralph Lauren Purple Label,www.ralphlauren.com,live_store,salesforce_commerce,none_found,0,"Purple Label is a sub-line with no domain of its own; it lives at ralphlauren.com/brands-ralph-lauren-purple-label-hub and /men-purple-label. Demandware markers; footer (c) COPYRIGHT 2026 RALPH LAUREN MEDIA LLC. No usable feed: robots.txt's only Sitemap line points at https://www.ralphlauren.com/index which 404s, and every sitemap path tried 404s. The category grid sits behind a PerimeterX press-and-hold human check (raw fetches return 307); not bypassed, so no count verified."
Zegna,www.zegna.com,live_store,custom,sitemap_products,965,No Shopify/Demandware/Magento markers. /sitemap.xml 404s; robots.txt lists per-locale <locale>.sitemap-index.xml - /us-en.sitemap-products.xml = 965 (/us-en/.../product.<slug>.<id>/).
Bottega Veneta,www.bottegaveneta.com,live_store,salesforce_commerce,category_crawl,447,"Demandware markers. Footer: (c) 2026 Bottega Veneta. Its product sitemap is effectively a stub - /en-us/sitemap_0-product.xml holds just 16 locs (8 en-us), so it is NOT a usable census. sitemap_1-category.xml = 894 locs, 447 of them /en-us; use category crawl. One JS exec per page load (Kering)."
Berluti,www.berluti.com,live_store,salesforce_commerce,sitemap_products,686,Demandware markers. robots.txt only advertises the fr-fr index; that index lists 31 locale indexes including /en-us/sitemap-en-us_index.xml -> sitemap-en-us_0-product.xml = 686.
Charvet,charvet.com,brand_site_no_shop,custom,none_found,0,"Confirmed special case. www.charvet.com has a TLS hostname mismatch (cert not valid for www.charvet.com) - WebFetch fails on it; apex charvet.com loads over HTTPS. The page is a holding page: no body text, no images, no catalogue, no cart - only a mailto:contact@charvet.com link and an Instagram link."
Husbands,husbands-paris.com,live_store,shopify,shopify_products_json,159,Shopify. Title: BOUTIQUE EN LIGNE OFFICIELLE | Husbands. 159 products.
Brioni,www.brioni.com,live_store,custom,sitemap_products,1213,"Kering in-house stack (no Demandware markers; product URLs use /pr/ like McQueen). /en-us redirects to /en/us/en-us. Page body barely renders to injected JS (title Brioni eCom v2) but the sitemap is clean: /sitemap_index.xml -> /en/us/sitemap.xml = 1422 locs, 1213 of them /pr/ products."
Isaia,www.isaia.it,live_store,shopify,shopify_products_json,341,Shopify on the .it domain (no separate US domain). /us_en/ 404s; use the root. 341 products.
The Row,www.therow.com,live_store,shopify,shopify_products_json,2483,Shopify. Footer: The Row (c) 2026. 2483 products; sitemap index has 946 entries incl. sitemap_products_1..3.
Lemaire,www.lemaire.fr,live_store,shopify,shopify_products_json,812,"Shopify on the .fr domain (English storefront, no .com store). Title: Official Online Store | LEMAIRE. 812 products."
Jil Sander,www.jilsander.com,live_store,salesforce_commerce,sitemap_products,934,"Demandware markers. /sitemap.xml 404s; robots.txt lists 42 locale indexes. /en-us/sitemap_index.xml -> sitemap_0.xml is a 1-loc stub, but sitemap-en-us.xml = 934 product URLs."
Acne Studios,www.acnestudios.com,live_store,salesforce_commerce,sitemap_products,393,"Demandware markers. Footer: (c) 2026 ACNE STUDIOS. Sitemaps are not split by type or locale: /sitemap_index.xml lists sitemap_1..80.xml, 39748 URLs total across every locale. Scanned all 80: 393 are /us/en/ product pages (.html)."
Dries Van Noten,www.driesvannoten.com,live_store,shopify,shopify_products_json,216,Shopify. Footer: (c) 2025 DRIES VAN NOTEN. products.json = 216 (only currently published items; sitemap_products_1.xml returns 400 when fetched directly).
Wales Bonner,walesbonner.com,live_store,shopify,shopify_products_json,225,Shopify. Title: WALES BONNER | Official Website and Online Boutique. 225 products.
JiyongKim,intl.jiyongkim.net,live_store,custom,sitemap_products,210,Cafe24 (Korean SaaS) - cafe24/EC_ markers. jiyongkim.net is the Korean store; the English/international storefront is intl.jiyongkim.net (region switch KR / INTL). Its sitemap.xml has 262 locs of which 210 are /product/ pages; the locs are canonicalised to jiyongkim.cafe24.com/shop2/. No products.json.
Brunello Cucinelli,shop.brunellocucinelli.com,live_store,salesforce_commerce,sitemap_products,3295,"brunellocucinelli.com is the corporate/editorial site - /en-us/ and /en-us/man/ both return its 404 page (Einstein quote), and its sitemap holds 468 corporate URLs with zero products. The store is the shop. subdomain. Demandware markers. /en-us/sitemap_index.xml -> sitemap_0.xml + sitemap_1.xml = 6958 locs across en-us/es-us, 3295 of them /en-us/ .html pages (mixes product and shop-by-look pages). Counterfeit clone seen in search: cucinelli-us.shop - ruled out."
Fedeli,www.fedelicashmere.com,live_store,shopify,shopify_products_json,276,Shopify; fedelicashmere.com (not fedeli.com). Footer: (c) 2026 Luigi Fedeli e Figlio SRL | P.IVA: IT 00699530960 - the brand's own legal entity. Root redirects to /en-usd. 276 products.
The Elder Statesman,elder-statesman.com,live_store,shopify,shopify_products_json,990,Shopify; domain is hyphenated elder-statesman.com. Footer: 2026 The Elder Statesman (c). 990 products.
Hermès,www.hermes.com,live_store,custom,sitemap_products,4112,In-house stack (no Shopify/Demandware/Magento markers). Footer: (c) Hermes 2026. All rights reserved. robots.txt lists 37 locale indexes; /us/en/sitemaps/products.xml = 4112 (/us/en/product/...).
Loro Piana,us.loropiana.com,live_store,custom,sitemap_products,6408,"US storefront is the us. subdomain (loropiana.com sends you to a region picker). LVMH-style sitemap naming, no Shopify/Demandware/Magento markers. /sitemap.xml -> sitemap-pages-en-PRODUCT-1.xml = 6408. Homepage title renders empty to injected JS but the store is live."
Rubinacci,www.marianorubinacci.com,live_store,custom,sitemap_products,2472,Confirms the spec's note that rubinacci.com is parked - the live store is marianorubinacci.com. Bespoke platform (no Shopify/Demandware/Magento/WordPress markers; sitemaps named sitemap_www_marianorubinacci_com_<lang>_products.xml). /sitemap.xml 404s; /sitemap_index.xml lists 9 files; the en products file = 2472.
Kiton,kiton.com,live_store,shopify,shopify_products_json,1003,"Shopify; www redirects to apex and /us 404s, so use the root. Footer: 2026 (c) CIRO PAONE SPA - VAT: 06034520632, which is Kiton's own legal entity. 1003 products across sitemap_products_1..2."
Cesare Attolini,www.cesareattolini.com,brand_site_no_shop,custom,none_found,0,"Site is live and first-party (footer (c) 2026 Cesare Attolini, own manufacturing/history/flagship pages) but there is nothing to census: the E-Boutique page reads E-boutique under maintenance, /collection-shop just renders the homepage, products.json 404s, and /sitemap.xml is 120 flat content URLs with no product pages. Not Shopify despite an earlier false positive (no cdn.shopify.com)."
Zilli,en.zilli.com,live_store,custom,category_crawl,76,"zilli.com/en redirects to the en. subdomain. No sitemap at all (/sitemap.xml, /sitemap_index.xml, /wp-sitemap.xml all 404; robots.txt has no Sitemap line) and no products.json, so category crawl is the only channel: 76 distinct on-site category/content URLs from the nav, and listing pages work (e.g. /ready-to-wear/ renders 36 product tiles with prices). Region note: prices render in EUR, not USD."
Stefano Ricci,www.stefanoricci.com,live_store,salesforce_commerce,sitemap_products,2418,"Demandware markers. Footer names Stefano Ricci S.p.A. with its Fiesole registered office. /en/ redirects to /en-us/; /sitemap.xml 404s. /en-us/sitemap_index.xml -> sitemap_0-product.xml = 9672 locs across en-us/it-us, 2418 of them /en-us/."
Borgo28,borgo28.com,live_store,shopify,shopify_products_json,315,"First-party confirmed: Shopify.shop=borgo28.myshopify.com, footer '(c) 2026 Borgo28.', own About/Store Locator/Request-a-Catalog pages; About names founder Shayne Regan and the Florentine street Borgo Ognissanti 28. Apex borgo28.com serves directly (no www redirect). /products.json?limit=250 paged to an EMPTY page: 250,65,0 = 315 products; cross-checked against sitemap_products_1.xml = 316 locs (315 + Shopify index stub). RULED OUT borgoofficial.com - that is BORGO (R) OFFICIAL, a Turin motorsport-heritage house founded 1910 ('(c) 2026 BORGO (R) OFFICIAL | PERFORMANCE LUXURY BORN IN ITALY 1910'), an unrelated brand, not a Borgo28 property. jmensclothing.com carries Borgo28 but is a third-party retailer, not the brand. TASK PREMISE CORRECTED: Borgo28 DOES have its own first-party store, so no parent/multi-brand fallback was needed. Feed carries a second vendor - 8 of 315 are 'Woolloomooloo Shoe' (stocked footwear), 307 are vendor 'Borgo28'."
Duck Head,www.duckhead.com,live_store,shopify,shopify_products_json,772,"First-party confirmed: Shopify.shop=duck-head.myshopify.com, footer '(c) 2026 Duck Head', own Our Heritage / Become A Retailer / Supplier Code Of Conduct pages. /products.json?limit=250 paged to an EMPTY page: 250,250,250,22,0 = 772 products; cross-checked against sitemap_products_1.xml = 773 locs (772 + index stub). Single vendor throughout ('Duck Head' on all 772), so no multi-brand split needed. 185 of 772 products carry an empty body_html in the feed - their descriptions render on the PDP only, which matters for any census that reads the feed alone. Apex duckhead.com resolves to the same store."
Merz b. Schwanen,www.merzbschwanen.com,live_store,shopify,shopify_products_json,657,"First-party confirmed: Shopify.shop=merzbschwanen.myshopify.com, footer '(c) Merz b. Schwanen 2026', own Our Story / Store Locator / Careers (DE) / Careers (US) pages and flagship stores in Berlin Mitte, NYC and LA. Single global Shopify store with Markets rather than a separate US site: Shopify.locale=en, banner reads 'Free shipping on all orders from 175 USD to the USA', currency selector offers EUR/USD/GBP/AUD/CAD/CHF/NOK. /en-us/ 404s - there is no US-locale path, so www.merzbschwanen.com IS the US-reachable store. /products.json?limit=250 paged to an EMPTY page: 250,250,157,0 = 657 products. SITEMAP CAVEAT: /sitemap.xml lists every child twice, so a naive loc count returns 1316 = 2 x 658; the true figure is 658 locs (657 + index stub), which matches the feed. Feed carries two vendor spellings - 650 'Merz b. Schwanen' + 7 'Merz b. Schwanen DE', both the house."
Saint James,us.saint-james.com,live_store,shopify,shopify_products_json,465,"US store is the us. subdomain, NOT the apex: www.saint-james.com and saint-james.com return 302 to fr.saint-james.com (the French store), so the apex is the wrong key for a US census. First-party confirmed on us.saint-james.com: Shopify.shop=saint-james-usa.myshopify.com, title 'Striped Breton Shirts and Nautical Style Knitwear | Saint James (R) - Saint James USA', own Our History / Our Know-How / EPV Living Heritage Company / Our Materials / Our Team corporate pages; fr.saint-james.com's own market selector offers 'United States - English | $', corroborating the US store as official. /products.json?limit=250 paged to an EMPTY page: 250,215,0 = 465 products; cross-checked against sitemap_products_1.xml = 466 locs (465 + index stub). Feed vendor field is inconsistently cased but single-house - 'Saint James USA' 257, 'SAINT JAMES' 120, 'Saint James' 53, 'SAINT JAMES USA' 31, 'Saint James US' 1, plus 3 'SAINT JAMES x Arpin' collaboration items."
